,lot_area,street,land_cont,neighborhood,cond_1,cond_2,bldg_type,style,overall_cond,yr_built,yr_remodeled,roof_style,exter_cond,foundation,bsmt_cond,bsmt_fin_1,bsmt_fin_2,bsmt_sf,heat,cent_air,gr_liv_area,full_bath,half_bath,bedrooms_gr,kitchen,kitch_qual,fireplaces,garage_type,garage_car_size,paved_drive,year_sold,has_pool
123,8960,Pave,Lvl,OldTown,Artery,Norm,1Fam,1Story,6,1927,1950,Gable,TA,CBlock,TA,Unf,Unf,1008.0,GasA,Y,1028,1,0,2,1,TA,1,Detchd,2,Y,2010,0
124,3500,Pave,Lvl,OldTown,Norm,Norm,1Fam,Fin,7,1947,1950,Gable,TA,CBlock,TA,LwQ,Unf,720.0,GasA,Y,1284,1,1,2,1,TA,0,Detchd,1,Y,2009,0
125,24572,Pave,Lvl,Veenker,Norm,Norm,1Fam,2Story,3,1977,1977,Other,Gd,CBlock,TA,GLQ,Unf,994.0,GasA,Y,2944,2,2,3,1,Gd,1,Attchd,3,Y,2008,0
126,9056,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,5,2004,2004,Gable,TA,PConc,Gd,Unf,Unf,707.0,GasA,Y,1414,2,1,3,1,Gd,1,Attchd,2,Y,2006,0
127,12320,Pave,HLS,Crawfor,Norm,Norm,1Fam,2Story,7,1932,1990,Gable,TA,BrkTil,TA,Unf,Unf,637.0,GasA,Y,1609,1,1,3,1,Gd,2,2Types,3,Y,2006,0
128,8238,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,5,1997,1998,Gable,TA,PConc,TA,GLQ,Unf,813.0,GasA,Y,1525,2,1,3,1,TA,1,Attchd,2,Y,2006,0
129,6000,Pave,Lvl,IDOTRR,Norm,Norm,1Fam,SLvl,5,1967,1967,Hip,TA,CBlock,TA,Rec,Unf,624.0,GasA,Y,1656,1,1,3,1,TA,1,Attchd,1,Y,2008,0
130,2529,Pave,Lvl,NPkVill,Norm,Norm,Twnhs,1Story,6,1977,1977,Gable,TA,CBlock,TA,ALQ,Unf,1055.0,GasA,Y,1055,2,0,2,1,TA,0,Attchd,2,Y,2008,0
131,10800,Pave,Lvl,OldTown,Norm,Norm,1Fam,2Story,7,1939,2006,Gable,Gd,BrkTil,TA,Unf,Unf,676.0,GasA,Y,1352,2,0,4,1,Gd,0,Detchd,2,Y,2009,0
132,2349,Pave,Lvl,NPkVill,Norm,Norm,Twnhs,2Story,5,1977,1977,Gable,TA,CBlock,TA,ALQ,Unf,855.0,GasA,Y,1456,2,1,3,1,TA,1,Attchd,2,Y,2009,0
133,10846,Pave,Lvl,Veenker,Norm,Norm,TwnhsE,1Story,5,1993,1993,Gable,TA,PConc,TA,GLQ,Unf,1719.0,GasA,Y,1719,1,1,1,1,Gd,2,Attchd,2,Y,2008,0
134,5604,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,6,1925,1950,Gable,TA,CBlock,TA,Rec,Unf,864.0,GasA,N,864,1,0,2,1,TA,0,None,0,Y,2008,0
135,1680,Pave,Lvl,BrDale,Norm,Norm,Twnhs,2Story,5,1973,1973,Gable,TA,CBlock,TA,LwQ,Unf,483.0,GasA,Y,987,1,1,2,1,TA,0,Detchd,1,Y,2008,0
136,6342,Pave,Lvl,Sawyer,RRA,Norm,1Fam,Fin,8,1875,1996,Gable,Gd,CBlock,TA,Unf,Unf,780.0,GasA,N,1020,1,0,2,1,TA,0,None,0,N,2010,0
137,4590,Pave,Lvl,NridgHt,Norm,Norm,Twnhs,1Story,5,2006,2006,Gable,TA,PConc,Gd,GLQ,Unf,1554.0,GasA,Y,1554,2,0,2,1,Gd,1,Attchd,2,Y,2007,0
138,18062,Pave,HLS,StoneBr,Norm,Norm,1Fam,2Story,5,2006,2006,Hip,TA,PConc,TA,Unf,Unf,1528.0,GasA,Y,3390,3,1,5,1,Ex,1,BuiltIn,3,Y,2006,0
139,12900,Pave,Lvl,OldTown,Norm,Norm,1Fam,2Story,8,1912,2009,Gable,Gd,PConc,TA,Unf,Unf,780.0,GasA,Y,1560,1,1,3,1,Gd,0,None,0,N,2010,0
140,19138,Pave,Lvl,Gilbert,Norm,Norm,1Fam,1Story,5,1951,1951,Gable,TA,CBlock,TA,LwQ,Unf,864.0,GasA,Y,864,1,0,2,1,TA,0,Detchd,2,Y,2010,0
141,8658,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,5,2000,2000,Gable,TA,PConc,TA,ALQ,Unf,982.0,GasA,Y,1889,2,1,3,1,TA,1,Attchd,2,Y,2006,0
142,6897,Pave,Lvl,Sawyer,Norm,Norm,1Fam,1Story,8,1962,2010,Gable,Gd,CBlock,TA,ALQ,Unf,1040.0,GasA,Y,1040,1,1,3,1,TA,0,Detchd,1,Y,2010,0
143,9525,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,7,1954,1998,Gable,TA,CBlock,TA,BLQ,Unf,1172.0,GasA,Y,1172,1,0,3,1,TA,0,Attchd,1,Y,2010,0
144,12853,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,5,2010,2010,Gable,TA,PConc,Fa,GLQ,Unf,1642.0,GasA,Y,1418,1,1,1,1,Gd,1,Attchd,3,Y,2010,0
145,6240,Pave,Lvl,BrkSide,Norm,Norm,1Fam,Fin,6,1931,1950,Gable,TA,BrkTil,Fa,LwQ,Unf,884.0,GasA,Y,1367,1,0,3,1,TA,1,Detchd,1,Y,2007,0
146,7301,Pave,Lvl,Edwards,Norm,Norm,1Fam,SFoyer,5,2003,2003,Gable,TA,Other,None,None,None,0.0,GasA,Y,1922,3,0,4,1,Gd,1,BuiltIn,2,Y,2009,0
147,12090,Pave,Lvl,,Norm,Norm,1Fam,1Story,6,1981,1981,Gable,Gd,CBlock,TA,GLQ,LwQ,1422.0,GasA,Y,1422,2,0,3,1,Gd,1,Attchd,2,Y,2008,0
148,8826,Pave,Lvl,CollgCr,Norm,Norm,1Fam,2Story,5,2000,2000,Gable,TA,PConc,TA,GLQ,Unf,985.0,GasA,Y,1842,2,1,3,1,Gd,1,Attchd,2,Y,2007,0
149,8094,Pave,Lvl,OldTown,Norm,Norm,1Fam,Fin,5,1915,1950,Gable,Fa,CBlock,TA,Unf,Unf,888.0,GasA,Y,1962,1,1,4,1,TA,1,Detchd,2,Y,2010,0
150,10710,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,7,1966,2004,Hip,TA,PConc,TA,BLQ,Unf,864.0,GasA,Y,1120,1,0,3,1,TA,1,Attchd,2,Y,2009,0
151,16056,Pave,Lvl,StoneBr,Norm,Norm,1Fam,2Story,5,2005,2006,Hip,TA,PConc,TA,GLQ,Unf,1992.0,GasA,Y,2868,3,1,4,1,Ex,1,BuiltIn,3,Y,2006,0
152,8400,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,3,1957,1957,Hip,TA,CBlock,TA,ALQ,Rec,1478.0,GasA,Y,1478,1,1,3,1,TA,2,Attchd,2,Y,2009,0
153,11250,Pave,Lvl,CollgCr,Norm,Norm,1Fam,2Story,5,1995,1996,Gable,Gd,PConc,Gd,GLQ,Unf,930.0,GasA,Y,1995,2,1,4,1,Gd,1,Attchd,2,Y,2006,0
154,7535,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,7,1958,1985,Gable,TA,CBlock,TA,BLQ,LwQ,912.0,GasA,Y,912,1,0,2,1,TA,0,Attchd,1,Y,2007,0
155,12216,Pave,Lvl,Gilbert,Norm,Norm,1Fam,1Story,5,2005,2005,Gable,TA,PConc,TA,GLQ,Unf,1326.0,GasA,Y,1326,2,0,3,1,Gd,0,Attchd,2,Y,2007,0
156,3701,Pave,Lvl,StoneBr,Norm,Norm,TwnhsE,1Story,5,1987,1987,Gable,TA,CBlock,TA,Unf,Unf,1191.0,GasA,Y,1204,2,0,2,1,TA,0,Attchd,2,Y,2006,0
157,9760,Pave,Lvl,NAmes,Norm,Norm,1Fam,2Story,6,1964,1964,Gable,TA,CBlock,TA,GLQ,LwQ,780.0,GasA,Y,1611,1,1,4,1,TA,0,Attchd,2,Y,2008,0
158,9873,Pave,Lvl,BrkSide,RRA,Norm,2fmCon,1Story,5,1970,1970,Gable,TA,CBlock,TA,ALQ,Unf,960.0,GasW,N,960,1,0,3,1,TA,0,Detchd,2,Y,2006,0
159,10011,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,1957,1996,Gable,TA,CBlock,TA,BLQ,Unf,1070.0,GasA,Y,1236,1,0,2,1,Gd,1,Attchd,1,Y,2006,0
160,25339,Pave,Lvl,Sawyer,Norm,Norm,1Fam,1Story,7,1918,2007,Gable,Gd,BrkTil,TA,Unf,Unf,816.0,GasA,Y,1416,2,0,3,1,Gd,0,Attchd,2,N,2007,0
161,8883,Pave,Lvl,SawyerW,Norm,Norm,1Fam,2Story,5,1988,1988,Gable,TA,PConc,TA,GLQ,LwQ,929.0,GasA,Y,1873,2,1,3,1,Gd,1,Attchd,2,Y,2007,0
162,3000,Pave,Bnk,OldTown,Norm,Norm,Duplex,2Story,3,1922,1950,Hip,TA,BrkTil,Fa,Unf,Unf,1040.0,GasA,N,2128,2,0,4,2,TA,0,None,0,Y,2009,0
163,2448,Pave,Lvl,NridgHt,Norm,Norm,Twnhs,2Story,5,2003,2004,Gable,TA,PConc,TA,GLQ,Unf,764.0,GasA,Y,1626,2,1,2,1,Gd,0,BuiltIn,2,Y,2008,0
164,7100,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,7,1957,1957,Gable,TA,CBlock,TA,GLQ,Unf,816.0,GasA,Y,816,1,0,2,1,TA,0,Detchd,1,Y,2006,0
165,2592,Pave,Lvl,MeadowV,Norm,Norm,TwnhsE,2Story,3,1976,1976,Gable,TA,CBlock,TA,Rec,BLQ,536.0,GasA,Y,1112,1,1,3,1,TA,0,Attchd,1,Y,2010,0
166,5700,Pave,Lvl,OldTown,Norm,Norm,1Fam,Fin,7,1926,1950,Gable,TA,PConc,TA,Unf,Unf,572.0,GasA,Y,1111,1,0,2,1,TA,1,Detchd,1,Y,2008,0
167,2289,Pave,Lvl,NPkVill,Norm,Norm,Twnhs,2Story,6,1978,1978,Gable,TA,CBlock,TA,ALQ,Unf,855.0,GasA,Y,1441,2,1,3,1,TA,1,Attchd,2,Y,2009,0
168,12180,Pave,Lvl,Edwards,Norm,Norm,2fmCon,Fin,4,1941,1950,Gable,Fa,BrkTil,TA,BLQ,Unf,672.0,NonGas,N,924,1,0,2,1,Fa,0,Detchd,1,Y,2010,0
169,7400,Pave,Lvl,Sawyer,Norm,Norm,1Fam,SFoyer,5,1984,1984,Gable,TA,PConc,TA,LwQ,ALQ,1060.0,GasA,Y,1126,1,0,2,1,TA,0,Attchd,2,Y,2008,0
170,8842,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,6,1954,1954,Gable,Gd,CBlock,TA,Unf,Unf,381.0,GasA,Y,992,1,0,3,1,TA,0,Detchd,1,Y,2010,0
171,8850,Pave,Bnk,BrkSide,Norm,Norm,1Fam,Fin,7,1920,1950,Gable,Gd,PConc,TA,Unf,Unf,768.0,GasA,Y,1376,1,0,3,1,Gd,0,Detchd,2,P,2007,0
172,9215,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,5,2009,2010,Hip,TA,PConc,TA,Unf,Unf,1218.0,GasA,Y,1218,2,0,2,1,Gd,0,Attchd,2,Y,2010,0
173,9480,Pave,Lvl,NAmes,Artery,Norm,1Fam,2Story,7,1942,1995,Gable,TA,CBlock,TA,LwQ,Unf,728.0,GasA,Y,1644,1,1,3,1,Gd,2,Attchd,1,Y,2007,0
174,11880,Pave,Lvl,,RRA,Norm,1Fam,1Story,5,1978,1978,Gable,TA,CBlock,TA,ALQ,Unf,1271.0,GasA,Y,1601,2,0,3,1,TA,1,Attchd,2,Y,2009,0
175,10800,Pave,Lvl,OldTown,Norm,Norm,1Fam,2Story,7,1890,1999,Gable,TA,BrkTil,TA,Unf,Unf,1313.0,GasW,Y,2495,2,0,5,1,TA,1,Detchd,2,Y,2008,0
176,7861,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,5,2002,2003,Gable,TA,PConc,TA,GLQ,Unf,783.0,GasA,Y,1509,2,1,3,1,Gd,1,Attchd,2,Y,2006,0
177,11616,Pave,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,1962,1962,Gable,TA,CBlock,TA,LwQ,BLQ,1092.0,GasA,Y,1092,1,0,3,1,TA,1,Attchd,1,Y,2009,0
178,10542,Pave,Lvl,NoRidge,Norm,Norm,1Fam,2Story,5,1993,1994,Hip,TA,PConc,TA,GLQ,Unf,1311.0,GasA,Y,2418,2,1,3,1,Gd,1,Attchd,3,Y,2008,0
179,1680,Pave,Lvl,BrDale,Norm,Norm,Twnhs,2Story,5,1971,1971,Gable,TA,CBlock,TA,Rec,Unf,483.0,GasA,Y,987,1,1,2,1,TA,0,Detchd,1,Y,2010,0
180,8546,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,5,2003,2004,Gable,TA,PConc,TA,Unf,Unf,1121.0,GasA,Y,1121,2,0,2,1,TA,0,Attchd,2,Y,2010,0
181,7407,Pave,Lvl,OldTown,Artery,Norm,1Fam,1Story,7,1957,1996,Gable,TA,CBlock,TA,GLQ,Unf,912.0,GasA,Y,1236,1,0,2,1,TA,0,Attchd,2,Y,2010,0
182,10140,Pave,Lvl,,Norm,Norm,1Fam,1Story,6,1975,1975,Gable,TA,CBlock,TA,ALQ,Unf,1056.0,GasA,Y,1074,1,1,3,1,TA,0,Attchd,2,Y,2006,0
183,14584,Pave,Low,IDOTRR,Norm,Norm,1Fam,1Story,5,1952,1952,Gable,Fa,Other,None,None,None,0.0,NonGas,N,733,1,0,2,1,Fa,0,Attchd,2,N,2008,0
184,8158,Pave,Lvl,CollgCr,Norm,Norm,1Fam,2Story,5,2003,2003,Gable,TA,PConc,TA,GLQ,Unf,884.0,GasA,Y,1768,2,1,3,1,Gd,0,Attchd,2,Y,2008,0
185,7500,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,5,2005,2005,Gable,TA,PConc,TA,Unf,Unf,1257.0,GasA,Y,1266,2,0,3,1,Gd,1,Attchd,2,Y,2006,0
186,10678,Pave,Lvl,NoRidge,Norm,Norm,1Fam,Fin,5,1992,2000,Hip,TA,PConc,TA,GLQ,Unf,1683.0,GasA,Y,2872,2,1,4,1,Gd,1,Attchd,2,Y,2007,0
187,15256,Pave,Lvl,Somerst,RRA,Norm,1Fam,1Story,5,2007,2007,Gable,TA,PConc,TA,GLQ,Unf,1485.0,GasA,Y,1464,2,0,3,1,Gd,0,Attchd,3,Y,2007,0
188,14200,Pave,Lvl,NAmes,Norm,Norm,1Fam,2Story,6,1966,1966,Gable,TA,CBlock,TA,Rec,Unf,924.0,GasA,Y,2157,2,1,4,1,Gd,2,Attchd,2,Y,2006,0
189,12438,Pave,Lvl,StoneBr,Norm,Norm,1Fam,2Story,5,2006,2006,Hip,TA,PConc,Gd,Unf,Unf,1234.0,GasA,Y,2576,2,1,4,1,Ex,1,BuiltIn,3,Y,2006,0
190,16023,Pave,HLS,StoneBr,Norm,Norm,1Fam,2Story,5,2005,2006,Hip,Gd,PConc,TA,GLQ,Unf,1398.0,GasA,Y,2798,3,1,3,1,Ex,1,BuiltIn,3,Y,2006,0
191,20064,Pave,Low,ClearCr,Norm,Norm,1Fam,1Story,6,1976,1976,Other,TA,CBlock,Gd,LwQ,GLQ,966.0,GasA,Y,1743,0,1,0,1,Gd,2,Attchd,2,Y,2007,0
192,9819,Pave,Lvl,Mitchel,Norm,Norm,1Fam,1Story,5,1977,1977,Gable,TA,PConc,TA,ALQ,Unf,1567.0,GasA,Y,1567,2,0,2,1,Gd,2,Attchd,2,Y,2009,0
193,10400,Pave,Lvl,,Norm,Norm,1Fam,1Story,5,1976,1976,Gable,TA,CBlock,TA,Unf,Unf,1090.0,GasA,Y,1370,2,0,3,1,TA,1,Attchd,2,Y,2009,0
194,11643,Pave,Lvl,NAmes,Artery,Norm,Duplex,2Story,5,1969,1969,Gable,TA,CBlock,TA,LwQ,Unf,1248.0,GasA,Y,2634,2,2,6,2,TA,0,Detchd,3,Y,2009,0
195,11645,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,2005,2006,Hip,TA,PConc,TA,GLQ,Unf,1570.0,GasA,Y,1590,2,1,2,1,Ex,0,Attchd,3,Y,2006,0
196,7328,Pave,Lvl,SawyerW,Norm,Norm,1Fam,1Story,5,2008,2009,Gable,TA,PConc,TA,Unf,Unf,1450.0,GasA,Y,1450,2,0,2,1,Gd,0,Attchd,3,Y,2009,0
197,7822,Pave,Bnk,Edwards,Artery,Norm,1Fam,Fin,3,1915,1950,Gable,Fa,BrkTil,Fa,Unf,Unf,832.0,GasA,Y,1338,2,0,3,1,TA,0,Detchd,2,N,2006,0
198,9018,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,5,2007,2007,Hip,TA,PConc,TA,Unf,Unf,728.0,GasA,Y,1456,2,1,3,1,Gd,1,Attchd,2,Y,2007,0
199,13472,Pave,Lvl,NridgHt,Norm,Norm,1Fam,1Story,5,2003,2003,Hip,TA,PConc,TA,GLQ,Unf,2392.0,GasA,Y,2392,2,0,3,1,Ex,1,Attchd,3,Y,2009,0
200,1533,Pave,Lvl,MeadowV,Norm,Norm,Twnhs,SLvl,5,1970,1970,Gable,TA,CBlock,TA,GLQ,Unf,530.0,GasA,Y,992,1,0,2,1,TA,0,BuiltIn,1,Y,2007,0
201,11003,Pave,Lvl,Somerst,Norm,Norm,1Fam,2Story,5,2008,2008,Gable,TA,PConc,TA,GLQ,Unf,1017.0,GasA,Y,2007,2,1,3,1,Ex,1,Attchd,3,Y,2009,0
202,10790,Pave,Lvl,NoRidge,Norm,Norm,1Fam,2Story,5,1998,1998,Gable,TA,PConc,TA,Unf,Unf,1066.0,GasA,Y,2385,2,1,4,1,Gd,1,BuiltIn,3,Y,2007,0
203,7128,Pave,Lvl,Crawfor,Norm,Norm,1Fam,Unfin,5,1941,1950,Gable,Gd,CBlock,TA,Rec,Unf,918.0,GasA,Y,1646,2,0,4,1,TA,2,Detchd,1,Y,2007,0
204,7713,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,5,2007,2007,Gable,TA,PConc,TA,Unf,Unf,728.0,GasA,Y,1456,2,1,3,1,Gd,0,Attchd,2,Y,2007,0
205,6240,Pave,Lvl,BrkSide,Norm,Norm,1Fam,Fin,7,1936,1980,Gable,TA,CBlock,Fa,Rec,Unf,528.0,GasA,Y,1040,1,0,2,1,TA,0,Detchd,2,P,2010,0
206,22420,Pave,Lvl,Crawfor,RRA,Norm,1Fam,2Story,6,1918,1950,Hip,TA,BrkTil,TA,BLQ,Unf,1370.0,GasW,N,2624,2,1,4,1,TA,1,Detchd,3,N,2007,0
207,15300,Pave,Bnk,Mitchel,Norm,Norm,1Fam,1Story,5,1965,1977,Hip,TA,CBlock,TA,Rec,Unf,1068.0,GasA,Y,1264,1,0,2,1,TA,1,Attchd,2,Y,2010,0
208,3196,Pave,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,5,2003,2004,Gable,TA,PConc,TA,Unf,Unf,1374.0,GasA,Y,1557,2,0,2,1,Gd,1,Attchd,2,Y,2006,0
209,9360,Pave,Bnk,Mitchel,Norm,Norm,1Fam,SFoyer,7,1977,1977,Gable,TA,CBlock,TA,GLQ,LwQ,957.0,GasA,Y,1287,1,1,2,1,TA,2,Attchd,2,Y,2009,0
210,11241,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,7,1970,1970,Gable,TA,CBlock,TA,ALQ,Unf,1004.0,GasA,Y,1004,1,0,2,1,TA,1,Attchd,2,Y,2010,0
211,9260,Pave,Lvl,SawyerW,Norm,Norm,1Fam,1Story,5,2007,2007,Gable,TA,PConc,TA,Unf,Unf,1162.0,GasA,Y,1162,2,0,3,1,Gd,0,Attchd,2,Y,2008,0
212,7993,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,5,2008,2009,Gable,TA,PConc,TA,Unf,Unf,1436.0,GasA,Y,1436,2,0,3,1,Gd,0,Attchd,2,Y,2009,0
213,9239,Pave,Lvl,Sawyer,RRA,Norm,1Fam,1Story,8,1963,2003,Gable,Gd,CBlock,TA,GLQ,Unf,960.0,GasA,Y,960,1,0,3,1,Gd,0,Attchd,1,Y,2008,0
214,10044,Pave,Low,Edwards,Norm,Norm,1Fam,1Story,6,1968,1968,Gable,TA,CBlock,TA,ALQ,Unf,1196.0,GasA,Y,1196,1,0,3,1,TA,0,Attchd,1,Y,2010,0
215,3182,Pave,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,5,2004,2005,Gable,TA,PConc,TA,GLQ,Unf,1256.0,GasA,Y,1269,2,0,2,1,Gd,1,Attchd,2,Y,2010,0
216,7626,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,8,1952,2005,Hip,TA,CBlock,TA,GLQ,Unf,1031.0,GasA,Y,1031,1,0,2,1,Gd,0,Attchd,1,Y,2009,0
217,7008,Pave,Lvl,OldTown,Norm,Norm,1Fam,Fin,8,1900,1998,Gable,Gd,BrkTil,Fa,Unf,Unf,448.0,GasA,Y,720,1,0,1,1,Fa,0,Attchd,1,Y,2006,0
218,12160,Pave,Lvl,NAmes,RRA,Norm,1Fam,1Story,4,1953,1953,Hip,TA,CBlock,TA,BLQ,Unf,1505.0,GasA,Y,1505,1,0,2,1,TA,1,Attchd,2,Y,2009,0
219,6305,Pave,Bnk,Crawfor,Norm,Norm,1Fam,1Story,7,1938,1950,Gable,Gd,PConc,Fa,Unf,Unf,920.0,GasA,Y,954,1,0,2,1,Fa,1,Basment,1,Y,2007,0
220,8846,Pave,Lvl,CollgCr,Norm,Norm,1Fam,2Story,5,2005,2006,Gable,TA,PConc,TA,Unf,Unf,750.0,GasA,Y,1500,2,1,3,1,Gd,0,Attchd,2,Y,2006,0
221,10659,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,1961,1961,Hip,TA,CBlock,TA,Rec,Unf,1050.0,GasA,Y,1050,1,0,3,1,TA,0,Attchd,1,Y,2006,0
222,13108,Pave,Lvl,StoneBr,Norm,Norm,1Fam,2Story,5,1994,1994,Gable,TA,PConc,TA,Unf,Unf,2062.0,GasA,Y,2687,2,1,4,1,Gd,0,Attchd,2,Y,2006,0
223,13500,Pave,Lvl,ClearCr,Norm,Norm,1Fam,1Story,7,1960,1975,Other,TA,CBlock,TA,BLQ,ALQ,1602.0,GasA,Y,1252,1,0,1,1,TA,1,Attchd,2,Y,2008,0
224,7750,Pave,Lvl,Gilbert,Norm,Norm,1Fam,SLvl,5,1999,2000,Gable,TA,PConc,TA,Unf,Unf,384.0,GasA,Y,1430,2,1,3,1,TA,1,BuiltIn,2,Y,2009,0
225,12450,Pave,Lvl,SawyerW,RRA,Norm,1Fam,1Story,5,2003,2004,Gable,TA,PConc,TA,GLQ,Unf,1114.0,GasA,Y,1114,2,0,3,1,Gd,0,Detchd,2,Y,2009,0
226,4500,Pave,Lvl,Mitchel,Norm,Norm,TwnhsE,1Story,5,1999,1999,Hip,TA,PConc,TA,GLQ,Unf,1224.0,GasA,Y,1224,2,0,2,1,TA,0,Attchd,2,Y,2009,0
227,11198,Pave,Lvl,StoneBr,Norm,Norm,1Fam,2Story,5,2005,2007,Hip,TA,PConc,Gd,Unf,Unf,1122.0,GasA,Y,2504,2,1,4,1,Ex,1,BuiltIn,3,Y,2008,0
228,6221,Pave,Lvl,Crawfor,Norm,Norm,2fmCon,Fin,5,1941,1950,Gable,TA,CBlock,Fa,LwQ,Unf,728.0,GasA,Y,1355,2,0,3,1,TA,0,Detchd,2,Y,2007,0
229,13200,Pave,Lvl,IDOTRR,Norm,Norm,1Fam,SLvl,6,1963,1963,Gable,TA,CBlock,TA,BLQ,Unf,741.0,GasA,Y,2294,3,0,5,1,TA,1,Attchd,2,Y,2007,0
230,8769,Pave,Lvl,NridgHt,Norm,Norm,TwnhsE,1Story,5,2008,2008,Hip,TA,PConc,TA,GLQ,Unf,1702.0,GasA,Y,1702,1,1,1,1,Ex,1,Attchd,3,Y,2008,0
231,10200,Pave,Lvl,Timber,Norm,Norm,1Fam,SLvl,5,1988,1989,Gable,TA,CBlock,TA,GLQ,Unf,1461.0,GasA,Y,1509,2,0,3,1,Gd,1,Attchd,2,Y,2008,0
232,9550,Pave,Lvl,Crawfor,Norm,Norm,1Fam,2Story,5,1915,1970,Gable,TA,BrkTil,Gd,ALQ,Unf,756.0,GasA,Y,1717,1,0,3,1,Gd,1,Detchd,3,Y,2006,0
233,10331,Pave,Lvl,Timber,Norm,Norm,1Fam,1Story,7,1985,1985,Gable,TA,CBlock,TA,ALQ,BLQ,1265.0,GasA,Y,1240,2,0,3,1,Gd,0,Attchd,2,Y,2007,0
234,9587,Pave,Lvl,Gilbert,Norm,Norm,1Fam,SLvl,5,2005,2005,Gable,TA,PConc,TA,GLQ,Unf,856.0,GasA,Y,1166,2,0,2,1,Gd,0,Attchd,2,Y,2008,0
235,9900,Pave,Lvl,OldTown,Norm,Norm,1Fam,2Story,8,1910,2002,Gable,TA,CBlock,TA,Unf,Unf,504.0,GasA,Y,1464,2,0,3,1,TA,0,None,0,N,2009,0
236,22002,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,7,1959,1991,Gable,Gd,CBlock,TA,ALQ,Unf,1592.0,GasA,Y,1652,1,1,3,1,Gd,1,Attchd,2,Y,2007,0
237,13000,Pave,Lvl,NAmes,Norm,Norm,1Fam,2Story,6,1968,1968,Gable,Gd,CBlock,TA,Rec,Unf,896.0,GasA,Y,2142,2,1,4,1,Gd,1,Attchd,1,Y,2009,0
238,8250,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,7,1964,1964,Hip,TA,CBlock,TA,Rec,Unf,1092.0,GasA,Y,1092,1,0,3,1,TA,0,Attchd,2,Y,2008,0
239,8170,Pave,Lvl,Crawfor,Norm,Norm,1Fam,Fin,7,1929,1950,Gable,Gd,BrkTil,TA,ALQ,Unf,1022.0,GasA,Y,1671,2,0,4,1,TA,1,Detchd,2,Y,2006,0
240,12048,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,6,1952,2002,Gable,TA,Other,None,None,None,0.0,GasA,Y,1488,1,0,3,1,TA,1,Attchd,2,Y,2006,0
241,10858,Pave,Lvl,NAmes,RRA,Norm,1Fam,1Story,6,1952,1952,Gable,Gd,CBlock,TA,LwQ,Unf,1444.0,GasA,Y,1624,1,0,2,1,TA,1,Attchd,1,Y,2006,0
242,7577,Pave,Lvl,NridgHt,Norm,Norm,TwnhsE,1Story,5,2005,2006,Gable,TA,PConc,TA,ALQ,Unf,1362.0,GasA,Y,1362,2,0,2,1,Gd,1,Attchd,2,Y,2007,0
243,7500,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,5,2007,2008,Gable,TA,PConc,TA,GLQ,Unf,1218.0,GasA,Y,1218,2,0,2,1,Gd,0,Attchd,2,Y,2008,0
244,6120,Pave,Lvl,OldTown,Artery,Norm,1Fam,1Story,5,1923,1950,Gable,TA,BrkTil,Fa,ALQ,Unf,1124.0,GasA,Y,1068,1,0,2,1,TA,1,Detchd,1,Y,2010,0
245,23580,Pave,Lvl,Mitchel,Norm,Norm,1Fam,1Story,6,1979,1979,Gable,TA,CBlock,TA,GLQ,Unf,1625.0,GasA,Y,1625,2,0,3,1,Fa,1,Attchd,2,Y,2006,0
246,5306,Pave,Lvl,StoneBr,Norm,Norm,TwnhsE,2Story,7,1987,1987,Gable,Gd,PConc,Gd,GLQ,Rec,1064.0,GasA,Y,1767,2,0,2,1,Gd,1,Attchd,2,Y,2006,0
