Id,ms_zoning,lot_area,street,land_cont,lot_config,neighborhood,cond_1,cond_2,bldg_type,style,overall_qual,overall_cond,yr_built,yr_remodeled,roof_style,roof_mater,exter_1,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_expo,bsmt_fin_1,bsmt_fin_1_sf,bsmt_fin_2,bsmt_fin_2_sf,bsmt_sf,heat,cent_air,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedrooms_gr,kitchen,kitch_qual,tot_rooms_gr,functional,fireplaces,garage_type,garage_finish,garage_car_size,garage_qual,garage_cond,paved_drive,misc_val,year_sold,ms_subclass,lot_shape,wood_deck_sf,sale_price,has_pool,functional_mapped,bsmt_baths
1707,RL,13615,Pave,HLS,Corner,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,Stone,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1802.0,GasA,Y,1802,0.0,0.0,2,1,3,1,Ex,7,Typ,1,Attchd,Fin,3,TA,TA,Y,0,2007,20,IR1,158,372000,0,6,0.0
2428,RL,3013,Pave,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,16.0,Unf,0.0,1362.0,GasA,Y,1506,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2006,120,Reg,142,213490,0,6,0.0
242,RL,17485,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Gd,GLQ,1346.0,Unf,0.0,1508.0,GasA,Y,1508,1.0,0.0,1,0,1,1,Gd,5,Typ,2,Attchd,RFn,2,TA,TA,Y,0,2010,20,IR2,0,308030,0,6,1.0
1564,RL,23730,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,MetalSd,BrkFace,Gd,TA,PConc,Ex,TA,Mn,GLQ,700.0,Unf,0.0,1840.0,GasA,Y,2032,1.0,0.0,3,0,3,1,Gd,7,Typ,0,Attchd,Fin,3,TA,TA,Y,0,2008,20,IR2,0,300000,0,6,1.0
2613,RL,8910,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,None,TA,TA,CBlock,TA,TA,Mn,ALQ,655.0,Unf,0.0,655.0,GasA,Y,1194,0.0,1.0,1,0,3,1,TA,6,Typ,1,BuiltIn,Fin,2,TA,TA,Y,0,2006,20,Reg,0,159500,0,6,0.5
2832,RM,2522,Pave,Lvl,Inside,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,GasA,Y,1709,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,Detchd,Unf,2,TA,TA,Y,0,2006,160,Reg,0,137500,0,2,0.0
2459,RL,8688,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1616.0,GasA,Y,1616,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,RFn,3,TA,TA,Y,0,2006,20,Reg,208,232000,0,6,0.0
1360,RM,6291,Grvl,Lvl,Inside,IDOTRR,RRN,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,Stucco,None,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,768.0,GasA,Y,768,0.0,0.0,1,0,1,1,TA,4,Typ,0,Detchd,Unf,2,TA,TA,N,0,2008,30,IR1,0,93850,0,6,0.0
2723,RL,17529,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,BrkFace,Stone,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,872.0,GasA,N,872,0.0,0.0,1,0,2,1,Fa,5,Mod,1,Detchd,Unf,1,Fa,Fa,N,0,2006,30,Reg,0,105000,0,3,0.0
1350,RM,6324,Pave,Lvl,Inside,BrkSide,RRA,RRAe,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,520.0,GasA,N,520,0.0,0.0,1,0,1,1,Fa,4,Typ,0,Detchd,Unf,1,Fa,TA,Y,0,2008,30,IR1,49,68500,0,6,0.0
136,RL,11600,Pave,Lvl,Corner,NAmes,RRA,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,443.0,Unf,0.0,1105.0,GasA,Y,2274,0.0,0.0,2,0,5,2,TA,12,Typ,0,Detchd,Unf,2,TA,TA,Y,0,2010,90,Reg,0,154300,0,6,0.0
2235,RM,7288,Pave,Lvl,Inside,IDOTRR,Artery,Norm,1Fam,Fin,5,7,1925,2003,Gable,CompShg,VinylSd,None,Gd,Gd,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,936.0,GasA,Y,1601,0.0,0.0,2,0,3,1,TA,6,Typ,0,None,,0,,,N,0,2007,50,Reg,0,129850,0,6,0.0
1993,RM,4571,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,1950,Gable,CompShg,MetalSd,None,TA,TA,BrkTil,TA,TA,No,BLQ,168.0,Unf,0.0,616.0,GasA,Y,1232,0.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,Unf,2,Fa,Fa,Y,0,2007,70,Reg,280,114000,0,6,0.0
367,RL,17423,Pave,Lvl,CulDSac,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,1904.0,Unf,0.0,2216.0,GasA,Y,2234,1.0,0.0,2,0,1,1,Ex,9,Typ,1,Attchd,Fin,3,TA,TA,Y,0,2009,20,IR1,0,501837,0,6,1.0
1309,RM,12665,Pave,Lvl,Inside,OldTown,Artery,Norm,1Fam,Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,876.0,GasA,Y,1416,0.0,0.0,1,1,4,1,TA,7,Typ,1,Detchd,Unf,3,TA,TA,Y,0,2008,50,IR1,418,153900,0,6,0.0
402,RL,9000,Pave,Lvl,FR2,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,240.0,Unf,0.0,864.0,GasA,Y,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,Unf,2,TA,TA,Y,0,2009,20,Reg,200,130000,0,6,0.0
1592,RM,4500,Pave,Lvl,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,864.0,Unf,0.0,1189.0,GasA,Y,1189,1.0,0.0,2,0,2,1,TA,4,Typ,0,Attchd,RFn,2,TA,TA,Y,0,2008,120,Reg,0,160500,0,6,1.0
2409,RL,6373,Pave,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,BrkFace,Ex,TA,PConc,Ex,Gd,No,GLQ,415.0,Unf,0.0,1666.0,GasA,Y,1666,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2006,120,Reg,228,310090,0,6,1.0
539,RL,10083,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,0.0,1176.0,GasA,Y,1200,1.0,0.0,2,0,2,1,Gd,5,Typ,0,Attchd,RFn,2,TA,TA,Y,0,2009,20,Reg,0,184900,0,6,1.0
1940,RL,13300,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,None,TA,TA,CBlock,Gd,TA,No,Rec,377.0,Unf,0.0,928.0,GasA,Y,928,0.0,0.0,1,0,2,1,TA,4,Typ,0,Attchd,Unf,1,TA,TA,Y,0,2007,20,Reg,261,132000,0,6,0.0
588,RL,9600,Pave,Lvl,Inside,,RRA,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Mn,ALQ,553.0,Rec,147.0,1288.0,GasA,Y,1336,0.0,1.0,2,0,3,1,TA,6,Typ,1,Attchd,RFn,2,TA,TA,Y,650,2009,20,Reg,312,163000,0,6,0.5
96,FV,3215,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,280.0,Unf,0.0,600.0,GasA,Y,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Detchd,RFn,2,TA,TA,Y,0,2010,160,Reg,0,155000,0,6,0.0
1187,RL,11104,Pave,Lvl,Inside,,Norm,Norm,1Fam,SLvl,6,6,1969,1969,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,Av,GLQ,828.0,Unf,0.0,1427.0,GasA,Y,1427,0.0,1.0,2,0,4,1,TA,7,Typ,0,Attchd,RFn,2,TA,TA,Y,0,2008,80,IR1,0,183000,0,6,0.5
2154,RL,15295,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,2002,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,762.0,Unf,0.0,860.0,GasA,Y,1992,1.0,0.0,2,1,3,1,Gd,7,Min2,2,Attchd,RFn,2,TA,TA,Y,0,2007,60,IR3,225,211000,0,4,1.0
550,RL,9109,Pave,Lvl,Inside,SawyerW,RRA,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,LwQ,36.0,GLQ,596.0,754.0,GasA,Y,1540,1.0,0.0,2,1,3,1,Gd,6,Typ,0,Attchd,RFn,2,TA,TA,Y,0,2009,60,Reg,140,184000,0,6,1.0
811,RL,7018,Pave,Bnk,Inside,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,None,TA,TA,Other,None,None,,None,0.0,None,0.0,0.0,GasA,Y,1535,0.0,0.0,2,0,4,2,TA,8,Typ,0,Attchd,Unf,2,TA,TA,Y,0,2009,90,Reg,0,118858,0,6,0.0
124,RL,14112,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,BrkFace,TA,TA,PConc,TA,TA,Av,GLQ,1014.0,Unf,0.0,1152.0,GasA,Y,1152,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2010,80,IR1,227,180500,0,6,1.0
1836,FV,3523,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,60.0,Unf,0.0,1141.0,GasA,Y,1151,1.0,0.0,2,0,2,1,Gd,5,Typ,0,Attchd,Fin,2,TA,TA,Y,0,2007,120,IR1,0,166000,0,6,1.0
779,RL,15312,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,588.0,Unf,0.0,1138.0,GasA,Y,1138,0.0,1.0,1,0,3,1,TA,6,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2009,80,Reg,0,148000,0,6,0.5
1886,RL,7450,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,438.0,LwQ,206.0,894.0,GasA,Y,1074,0.0,0.0,1,0,2,1,Gd,6,Min1,1,Detchd,Unf,2,TA,TA,Y,0,2007,20,IR1,0,124000,0,5,0.0
1724,RL,7313,Pave,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,1153.0,Unf,0.0,1561.0,GasA,Y,1561,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2007,120,Reg,203,277500,0,6,1.0
2450,RL,10019,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Hip,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,527.0,Unf,0.0,1342.0,GasA,Y,2726,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Attchd,RFn,3,TA,TA,Y,0,2006,60,IR1,307,350000,0,6,0.0
1013,RL,15401,Pave,HLS,CulDSac,StoneBr,Norm,Norm,1Fam,1Story,9,5,2004,2004,Hip,CompShg,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,1337.0,Unf,0.0,1884.0,GasA,Y,1884,1.0,0.0,2,0,2,1,Ex,7,Typ,1,Attchd,Fin,3,TA,TA,Y,0,2008,20,IR1,214,387000,0,6,1.0
2084,RL,9098,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,4,7,1920,2002,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,Mn,ALQ,348.0,Unf,0.0,528.0,GasA,Y,605,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,,0,,,N,0,2007,30,IR1,0,86000,0,6,1.0
1184,RL,16280,Pave,Lvl,Inside,Veenker,Norm,Norm,1Fam,1Story,8,9,1976,2007,Gable,CompShg,VinylSd,None,Ex,Gd,CBlock,Gd,Gd,Mn,GLQ,1044.0,Rec,382.0,1426.0,GasA,Y,1671,1.0,0.0,3,0,3,1,Ex,6,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2008,20,Reg,280,290000,0,6,1.0
728,Other,9392,Pave,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1Story,3,3,1900,1950,Other,CompShg,AsbShng,None,TA,Fa,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,245.0,GasA,N,797,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,,0,,,N,0,2009,30,Reg,0,44000,0,6,0.0
950,RL,12209,Pave,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,None,TA,TA,PConc,Ex,TA,No,ALQ,690.0,Unf,0.0,804.0,GasA,Y,1961,1.0,0.0,2,1,3,1,Gd,7,Typ,1,BuiltIn,Fin,2,TA,TA,Y,0,2009,60,IR1,125,215000,0,6,1.0
2524,RL,13110,Pave,Lvl,Corner,,RRA,RRAe,2fmCon,1Story,5,6,1972,1972,Gable,CompShg,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,962.0,Unf,0.0,1153.0,GasA,Y,1193,1.0,0.0,2,0,2,1,TA,6,Typ,0,Attchd,Fin,2,TA,TA,Y,0,2006,190,IR1,140,146500,0,6,1.0
2513,FV,2651,Pave,Lvl,FR2,Somerst,Norm,Norm,Twnhs,2Story,7,5,2000,2000,Gable,CompShg,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,641.0,Unf,0.0,673.0,GasA,Y,1382,1.0,0.0,2,1,3,1,Gd,6,Typ,0,Detchd,Unf,2,TA,TA,Y,0,2006,160,Reg,153,165000,0,6,1.0
2028,RM,8520,Pave,Lvl,Inside,OldTown,Artery,Norm,1Fam,Fin,6,7,1916,1950,Gable,CompShg,Stucco,None,TA,Gd,BrkTil,TA,TA,No,Rec,168.0,LwQ,546.0,714.0,GasW,N,2526,0.0,0.0,2,0,5,1,Gd,10,Typ,1,Detchd,Unf,1,TA,TA,Y,0,2007,50,Reg,88,136000,0,6,0.0
2309,RL,39384,Pave,Low,CulDSac,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,Wd Sdng,Stone,TA,TA,CBlock,Gd,TA,Gd,ALQ,1110.0,Unf,0.0,1705.0,GasA,Y,1390,1.0,0.0,1,1,1,1,Ex,4,Min1,2,Attchd,Unf,2,TA,TA,Y,0,2006,20,IR1,0,252000,0,5,1.0
51,RL,2628,Pave,Lvl,Inside,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,764.0,GasA,Y,1626,0.0,0.0,2,1,2,1,Gd,6,Typ,0,BuiltIn,RFn,2,TA,TA,Y,0,2010,160,Reg,0,175500,0,6,0.0
699,RM,6406,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,5,6,1939,1950,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,421.0,Unf,0.0,690.0,GasA,Y,1558,0.0,0.0,1,1,3,1,TA,7,Typ,1,Detchd,Unf,2,TA,TA,Y,0,2009,70,Reg,0,150000,0,6,0.0
1881,RL,12342,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,978.0,GasA,Y,1422,0.0,0.0,1,0,3,1,TA,6,Min1,1,Attchd,RFn,1,TA,TA,Y,600,2007,20,IR1,0,139900,0,5,0.0
1345,RM,6240,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,Fin,5,7,1930,1992,Gable,CompShg,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1078.0,GasA,Y,1573,0.0,0.0,2,0,3,1,TA,8,Typ,1,Detchd,Unf,2,TA,TA,P,0,2008,50,Reg,0,162900,0,6,0.0
166,RL,10000,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1116.0,GasA,Y,1116,0.0,0.0,1,1,3,1,TA,5,Typ,0,Attchd,Unf,2,TA,TA,Y,0,2010,20,IR1,0,160000,0,6,0.0
781,RL,9000,Pave,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,3,3,1947,1950,Gable,CompShg,Wd Sdng,None,TA,TA,Other,None,None,,None,0.0,None,0.0,0.0,GasA,N,660,0.0,0.0,1,0,2,1,Fa,5,Min2,0,None,,0,,,N,0,2009,20,Reg,0,63900,0,4,0.0
379,RL,11088,Pave,Lvl,Inside,,Norm,Norm,1Fam,1Story,6,5,1978,1998,Gable,CompShg,HdBoard,BrkFace,TA,TA,PConc,TA,TA,No,ALQ,832.0,Unf,0.0,1140.0,GasA,Y,1707,0.0,0.0,2,0,3,1,TA,7,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2009,20,Reg,0,184000,0,6,0.0
2818,RL,17755,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,176.0,Unf,0.0,1466.0,GasA,Y,1466,0.0,0.0,1,1,3,1,Fa,6,Typ,2,Attchd,Fin,2,TA,TA,Y,0,2006,20,Reg,0,149900,0,6,0.0
1168,FV,4765,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2000,2000,Hip,CompShg,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,1027.0,Unf,0.0,1614.0,GasA,Y,1638,1.0,0.0,2,0,2,1,Ex,5,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2008,120,IR1,230,300000,0,6,1.0
1396,RL,10532,Pave,Lvl,Corner,ClearCr,Norm,Norm,1Fam,1Story,5,3,1960,1960,Other,Tar&Grv,Plywood,Stone,TA,TA,CBlock,TA,TA,Mn,Rec,988.0,Unf,0.0,988.0,GasA,Y,1721,1.0,0.0,2,0,3,1,TA,7,Mod,2,Basment,Unf,2,TA,TA,Y,0,2008,190,Reg,50,145000,0,3,1.0
838,RL,15426,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,821.0,Unf,0.0,928.0,GasA,Y,1764,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,RFn,2,TA,TA,Y,0,2009,60,IR1,276,231500,0,6,1.0
1492,RL,13907,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,Gable,CompShg,WdShing,None,TA,TA,CBlock,TA,TA,No,BLQ,290.0,Unf,0.0,996.0,GasA,Y,996,1.0,0.0,1,0,3,1,TA,6,Typ,1,None,,0,,,Y,0,2008,30,Reg,144,108000,0,6,1.0
637,RL,8750,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,None,TA,TA,CBlock,TA,TA,No,Rec,435.0,BLQ,202.0,1202.0,GasA,Y,1202,0.0,1.0,1,0,3,1,TA,6,Typ,0,Attchd,RFn,1,TA,TA,Y,0,2009,20,Reg,0,120000,0,6,0.5
1826,RL,9945,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,827.0,Unf,0.0,988.0,GasA,Y,988,1.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,Unf,2,TA,TA,Y,0,2007,20,IR1,0,128500,0,6,1.0
173,RM,8960,Pave,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1008.0,GasA,Y,1028,0.0,0.0,1,0,2,1,TA,5,Typ,1,Detchd,Unf,2,TA,TA,Y,0,2010,30,Reg,0,115000,0,6,0.0
715,RM,3500,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,Fin,5,7,1947,1950,Gable,CompShg,AsbShng,None,TA,TA,CBlock,TA,TA,No,LwQ,312.0,Unf,0.0,720.0,GasA,Y,1284,0.0,0.0,1,1,2,1,TA,5,Typ,0,Detchd,Unf,1,TA,TA,Y,0,2009,50,Reg,0,110000,0,6,0.0
1183,RL,24572,Pave,Lvl,CulDSac,Veenker,Norm,Norm,1Fam,2Story,9,3,1977,1977,Other,CompShg,Wd Sdng,BrkFace,Gd,Gd,CBlock,Gd,TA,No,GLQ,410.0,Unf,0.0,994.0,GasA,Y,2944,0.0,0.0,2,2,3,1,Gd,9,Typ,1,Attchd,RFn,3,TA,TA,Y,0,2008,60,IR1,140,150000,0,6,0.0
2433,RL,9056,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Ex,Gd,Av,Unf,0.0,Unf,0.0,707.0,GasA,Y,1414,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2006,60,IR1,100,178000,0,6,0.0
2866,RL,12320,Pave,HLS,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,7,1932,1990,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,637.0,GasA,Y,1609,0.0,0.0,1,1,3,1,Gd,8,Typ,2,2Types,Unf,3,TA,TA,Y,0,2006,70,IR1,0,199500,0,6,0.0
2311,RL,8238,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,None,TA,TA,PConc,TA,TA,No,GLQ,700.0,Unf,0.0,813.0,GasA,Y,1525,1.0,0.0,2,1,3,1,TA,6,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2006,60,IR1,421,183500,0,6,1.0
1551,RM,6000,Pave,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Hip,CompShg,HdBoard,None,Fa,TA,CBlock,Gd,TA,Mn,Rec,257.0,Unf,0.0,624.0,GasA,Y,1656,0.0,0.0,1,1,3,1,TA,7,Mod,1,Attchd,Unf,1,TA,TA,Y,0,2008,80,Reg,0,126000,0,3,0.0
1049,RL,2529,Pave,Lvl,Inside,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1977,1977,Gable,CompShg,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,378.0,Unf,0.0,1055.0,GasA,Y,1055,0.0,0.0,2,0,2,1,TA,4,Typ,0,Attchd,Unf,2,TA,TA,Y,0,2008,120,Reg,0,148500,0,6,0.0
657,RL,10800,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,5,7,1939,2006,Gable,CompShg,VinylSd,None,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,676.0,GasA,Y,1352,0.0,1.0,2,0,4,1,Gd,7,Typ,0,Detchd,Unf,2,TA,TA,Y,0,2009,60,Reg,187,149000,0,6,0.5
414,RL,2349,Pave,Lvl,Inside,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1977,1977,Gable,CompShg,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,389.0,Unf,0.0,855.0,GasA,Y,1456,0.0,0.0,2,1,3,1,TA,6,Typ,1,Attchd,Unf,2,TA,TA,Y,0,2009,160,Reg,0,137900,0,6,0.0
1181,RL,10846,Pave,Lvl,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,None,Gd,TA,PConc,Gd,TA,Gd,GLQ,1619.0,Unf,0.0,1719.0,GasA,Y,1719,2.0,0.0,1,1,1,1,Gd,6,Typ,2,Attchd,Fin,2,TA,TA,Y,0,2008,120,IR1,122,324000,0,6,2.0
1514,RL,5604,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,CompShg,Stucco,None,TA,TA,CBlock,TA,TA,No,Rec,468.0,Unf,0.0,864.0,GasA,N,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,,0,,,Y,0,2008,30,Reg,0,98000,0,6,1.0
1040,RM,1680,Pave,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,458.0,Unf,0.0,483.0,GasA,Y,987,0.0,1.0,1,1,2,1,TA,5,Typ,0,Detchd,Unf,1,TA,TA,Y,0,2008,160,Reg,52,103400,0,6,0.5
216,RL,6342,Pave,Lvl,Inside,Sawyer,RRA,Norm,1Fam,Fin,5,8,1875,1996,Gable,CompShg,VinylSd,None,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,780.0,GasA,N,1020,0.0,0.0,1,0,2,1,TA,6,Typ,0,None,,0,,,N,0,2010,50,Reg,0,94000,0,6,0.0
